pk;artist;title
105090;Faith or Fear;Punishment Area
105091;Years of Static;This Is Not a Test
105092;Tom Jones;Mr. Jones
105093;James Reyne;Hard Reyne
105094;HIM;Razorblade Romance (Limited Edition)
105095;The J.J. Paradise Players Club;Wine Cooler Blowout
105096;Jean Paul Sartre Experience;Jean Paul Sartre Experience
105097;MALCONSEJO;UNA HORA SIN TELEVISION
105098;Ýïèòàôèÿ;Ïî÷åìó ëþáîâü...
105099;Clark Yost;Too much fun in a no fun zone
105100;Ted Gärdestad;Stormvarning
105101;Luscious Jackson;Fever In Fever Out
105102;Various;Best of Rock & Rock'n'Roll CD 1
105103;Zap Mama;A Ma Zone
105104;Mr. Blackwell;Soul Man
105105;Lifter Puller;Lifter Puller
105106;Sloan;Pretty Together
105107;Th' Dudes;So You Wanna Be A Rock 'N' Roll Star
105108;Wilmer X;Mambo Feber CD 1
105109;Various;Noise Annoys
105110;Brokeback;Looks At The Bird
105111;54-40;Show Me
105112;Sautanz;Oben auf!
105113;Saint Etienne;Fox Base Alpha
105114;King Barbecue;The Tide
105115;KorovaKill;Waterhells
105116;Jimmy Little;Messenger
105117;Various Artists;Southern Rock
105118;Gen Rosso & CiRo;Gen Rosso 1
105119;Sheldon;Psycho de Lia
105120;South;WITH THE TIDES
105122;27 Devils Joking;Spreading the Love Vibration
105123;Alluminogeni;Green Grapes
105125;Móa;Universal
105126;Ford, Lita;Stiletto
105129;Misanthrope;Sadistic Sex Daemon - CD1
105130;Wilmer X;Primitiv
105131;Çèí÷óê;Îäèíîêèé Â Íî÷è
105132;Minimal Compact;The Figure One Cuts
105133;Freak Kitchen;junk tooth
105134;Merczrioucromos;Cromoterapia
105135;Todd Duane;Todd Duane
105136;Alan Frew;Wonderland
105137;Vixen;Rev It Up
105138;Elaine Paige;Love Can Do That
105139;Law And Order;Rites Of Passage
105140;Mudhoney;Fuzzbusters
105141;Marc Olsen;didn't ever...hasn't since
105142;Palatine: The Factory Story (Various)s;Volume 1 - Tears In Their Eyes
105143;Cugini di campagna;Anima mia + successi
105144;Burnin Red Ivanhoe;Burnin Red Ivanhoe
105145;Toto;Greatest Hits CD 2
105147;Elisel;Ironie du Sort
105148;Ïåñíÿðû;Áåðåçîâûé ñîê
105149;Green;Life
105151;ANUBI;Kai Pilnaties Akis Uþmerks Mirtis
105153;Betty Legler;NOW!
105155;Sharkbrother;Taj Mahala
105156;Êîëèáðè;Ðåìèêñû
105158;Pale;Bikerfest 08.06.02 (CD1)
105159;?? ?? ??;??? ??
105160;Jethro Tull;Tales from the Crystal Flute
105161;Muertos Una Vez;Vago
105162;Saez;Jours Etranges
105163;Daryl Hall;Soul Alone
105164;Various;John Jacobs and the Power Team Soundtrack
105165;Gang;Le radici e le ali
105166;Creed;Human Clay
105167;Derringer;Live At The Paradise Theater
105168;Bryan Ferry;Aphrodisiac [Disc 2]
105169;Taraxacum;Rainmaker
105170;Michael Benson;Sunlight Of The Heart
105172;Icehouse;Man of Colours
105173;My Life Story;The Golden Mile
105174;Crowded House;Live At The Hanover Grand (Disc 1)
105175;Various Artists;Heart of Soul Classics
105176;Brian Flynn;for the folks
105177;bonobos;HOVER HOVER
105178;Wayne Morris Band;Let yourself go !
105179;Various;Electric Soul
105180;Nikolo Kotzev's;Nostradamus CD 1 (2001)
105181;Kidneythieves;Zerospace
105182;An Pierlé;Helium Sunset
105183;Lisa Palea;The Edge of the Bed: Cyborgasm 2
105184;Papa Mali;Thunder Chicken
105185;Promoe;The Long Distance Runner
105186;Robby Valentine;Valentine 1
105187;Trend Sounds;Trend Sounds
105188;Big Figures;Game Tight: Volume 1
105189;VARIOUS;OFF ROAD TRACKS SPEZIAL  vol.50
105190;Forever Changed;Drifting into Amazing
105191;Bon Jovi;Crush
105192;Overbass;Libertad
105193;Still Under The Limit;Still Under The Limit
105195;Texas Chopped;111 Coast Game Vol 1
105196;revival;vol3 cd2
105197;Soulhat;Good To Be Gone
105198;Jimi Hendrix;Gypsy Sun And Rainbows (Disc 2)
105199;Aborym;With No Human Intervention
105200;Pantera;Hellbound 4
105201;Toby Emerson;Phuture
105202;Alice In Chains;Little Red Rooster
105203;The Sisters Of Mercy;Some Boys Wander By Mistake - Rel.1
105204;Various;Techno Explosion CD1
105205;Extreme;Waiting For The Punchline
105206;Megan Metcalfe;Megan Metcalfe
105207;De Driestar;Ook Uit De Mond Der Kinderen (2 - 1)
105208;Pearl Jam;Paris2
105209;Kansas;Down the Road (bootleg)
105211;N.E.R.D.;Fly or Die
105212;White Lion;The Best Of White Lion
105213;Slipknot;Iowa
105214;SAVATAGE;Streets - A Rock Opera
105215;Peter Maffay;Tabaluga und das verschenkte Glück
105216;El otro yo;Contagiandose la alegria del otro
105217;Gary Numan;Desire
105218;Zebra Head;Playmate of the Year
105219;Phil Collins;Megamix
105220;Sonny Thomson;The EP Collection
105221;White Zombie;Black Plague
105222;Patti Smith;Land (1975 - 2002) Disc 2
105223;Rough Silk;Wheels of Time CD1
105224;Various;The Crystal Horizon - Shadows of Winter vol. 2
105225;Gorillaz;G Sides (Japanese)
105226;Swans;Children of God
105227;Melissa Etheridge;Precious Pain (Boulder Colorado Oct 1 1989)
105228;Prevailing Word Chorus Choir Live!, The;Living As Disciples
105229;Band Of Gypsys;12/31/69 Fillmore East - New York City, NY
105230;David Piccioni;Azuli Presents Miami 2003 Cd.1
105231;Disco Classics;Disco Classics
105232;Vanya Shtereva;In Vitro
105233;DJ Satori;Tribal Mix Sessions Voì. 1
105234;Deep Purple;Black Night Over Europe
105235;Sting;Montreaux '91
105236;Various Artists;The Best Of The Sound Of Sunshine
105237;Various;Atlantic Rhythm & Blues (6)
105238;Extreme;Holland 1991
105240;Metallica;Metallica Mega Mix
105241;Depeche Mode;Music for the Masses Limited Remix Edition
105242;Black Sabbath;Night Terrors West Palm Beach 13-07-01
105243;The Fat Nuns;Rusevine
105244;Johnny And The Hurricanes;Johnny And The Hurricanes
105245;The Subsonics;Follow Me Down
105246;No Use For A Name;Leche Con Carne!
105247;The Screws;Present 12 New Hate Filled Classics
105248;Y.O.G;DON SQUAD PRODUCTIONS Vol.00001
105249;Earthmover;Death Carved In Every Word
105250;Johnny & The Hurricanes;Gold
105251;Saves The Day;Stay What You Are
105252;Richard Gotainer;Les quatre saisons
105253;Velocity Girl;¡Simpatico!
105254;Neuza;O Teu Melhor Abrigo
105255;Various;Super Hits of the 70' - Have a Nice Day Vol. 1
105256;Cessna;Terminus
105257;Beach Boys;Sunflower
105258;Puerkoespin;Locuras Del Capital
105259;Big Star;#1 Record (20 Bit Remaster)
105260;Various Artists;THE GREATEST Hits Of The 70's
105261;Stories;About Us
105262;Various;Rediscover The 60's Disk2
105264;Cream;The Best
105265;Sludgeworth;What's This?
105267;Smølferne;Jul med Smølferne
105268;Various;Super 70's Vol. 5
105269;Ugly Kid Joe;Motel California
105270;The Proxy Decoys;Some Assembly Required
105271;Various;Psychokiller Quést Que Cést Part Two
105272;Botellita de Jerez;La Venganza del Hijo del Guacarock
105273;Jimmy Ruffin;Son Of A Preacher Man
105275;The Silos;The Silos
105276;³¯¦Ê±j;´X¤ÀÄÁªº¬ù·|
105278;Two-Bit Thief;Another Sad Story... In The Big City
105279;ERA;Era
105280;Roxette;Room Service
105281;Kim Boyce;This I Know
105282;BeGee;Black Gorilla Mila Tactics
105283;Madness;Keep Moving
105284;Pink Floyd;The Final Cut
105285;Juanes;Un Dia Normal
105286;Sheltering Sky;Hot Hazy and Human
105287;Scissor Sisters;Scissor Sisters
105288;Allegro;Allegro
105290;Biohazard;New World Disorder
105291;Aa.Vv.;Bmg Ottobre 2003
105292;Ì·Ó½÷ë;±©·çÅ®ÉñLorelei
105293;Udo Lindenberg;Udopia
105294;Wilco;A.M.
105295;88não!;Quanta Cerveja
105297;Susanna Hoffs;When You're A Boy
105298;Razz;Kast Dine Hænder Op
105299;Sacco  & Mancetti;Supersonic
105300;Frank Zappa;Thing-Fish: Part 1
105301;Dust from gold;The laboratory modified perceptions
105302;Hulk;Hulk
105303;Tezkej Pokondr;Vic nez Gottzila
105304;'else;new machinegun etiquette
105305;The Dogs;Beware of the Dogs
105306;Organization S.F.;Savor The Flavor
105307;Bruce Springsteen;Born In The U.S.A.
105308;Silvina Garre;Lo Mejor de Los Mejores (Emi100 Centenary Collection)
105309;Martin Smith;Bitter Sun After Dark
105310;Stone Temple Pilots;Shangri-La Dee Da
105311;Barry & Michelle Patterson;Birth
105312;Frank Boeijen Groep;1
105313;Elvis Costello & The Attractions;Blood & Chocolate
105314;Eden's Poets;Garden
105315;Gigi D'Alessio;Buona Vita - cd 2
105316;Mercy Me;...and the devil makes seven
105317;Stan Bush;Dial 828 888-8638
105318;§ù¼w°¶;¦AÄò±¡½tºë¿ï
105319;Headstone Epitaph;Power Games
105320;Various;Trax Sampler 058
105321;Joe Cocker;One Night of Sin
105322;Ace Of Base;Happy Nation
105324;Soul Coughing;Irresistible Bliss - Japanese Import - Disc 1
105326;Puhdys;Rock aus Deutschland Vol. 19 CD 1
105327;Jule Neigel Band;Sphinx
105328;Gary Barlow;Open Road
105329;Eddy Herrera;Los Hombres Calientes
105330;Colin Linden;When the Spirit Comes
105331;Various Artists;Synthesizer Greats
105332;Leanan Sidhe;Nightmare be thy Name
105333;Willi Jones;Willi Jones
105334;ÐíÎº;ÄÇÒ»Äê(CD2)
105335;Johnny Socko;Quatro
105337;Puddle of Mudd;come clean
105338;AMARAL;Estrella de mar
105339;LUNAPOP;SQUEREZ
105340;Grave Digger;Knights Of The Cross
105341;Shy;Excess All Areas
105342;Calla;Calla
105343;Jamiroquai;Synkronized
105344;Stryper;Can't Stop The Rock: The Stryper Collection 1984-1991
105345;Soundgarden;Louder Than Love
105346;Various Artists;Modern Rock - Dance (Disc 2)
105347;Fool's Garden;Once In A Blue Moon
105348;Bonnie Raitt;Luck of the Draw
105349;Æàñìèí;Äîëãèå Äíè
105350;baxendale;You Will Have Your Revenge
105351;Pitbull Daycare;Six Six Sex
105352;Various;Music For Special Moments
105353;Heinrich beats the Drum;Forever in Dust
105354;? Green Fuse ?;Jam Sessions
105355;Various Artists;1997 Grammy Nominees
105356;Pearl Jam;No code
105357;U2;Hits CD-2
105358;Various artists;Metal Meltdown
105359;Jean-Patrick Capdevielle;Collection Or
105360;Various Artists;Last Action Hero
105361;Moke;Moke
105362;Spanish Fly;SF: Spanish Fly
105364;Pete Droge;Spacey And Shakin
105365;JANEK LEDECKY nektery veci jsou jenom jednou;JANEK LEDECKY nektery veci jsou jenom jednou
105366;Time Machine;Reviviscence
105367;A-Europa;A-Europa
105368;The Knack;Zoom
105369;Various Artists;FMQB Modern-Active Rock Mix Volume 60
105370;Suicidal Tendencies;The Art Of Rebellion
105371;Ridin' Thumb;Work it out
105373;Pearl Jam;06-14-00 Praha, Czech Republic (Side B)
105374;Varios;Mañana Cruzamos el Missouri
105375;2 Pac;Greatest Hits - vol. 2
105376;Various Artists;76 Back Trax
105377;Paul McCartney;McCartney II
105378;Rush (LIVE);The Fifth Order Of Angels
105379;EKV;Najbolje
105380;DJ Screw;All Work No Play
105381;Georgia Satellites;Town & Country Club 1988
105382;Y&T;Ten
105383;Titan;Elevator
105384;Frankie Goes To Hollywoods To Hollywood;Bang!...The Greatest Hits Of Frankie Goes To Hollywood
105385;Heroes de Silencio;Raresas
105386;Ilse de Lange;Tilburg Febr 13 2001
105387;The Michael Schenker Group;Written In The Sand
105388;Man;The Twang Dynasty
105389;Joaquin Sabina;Nos sobran los motivos Acustico 1
105390;Matt Harding;sketches
105391;Iron Maiden;Killers
105392;Kreuzfeuer;Blut Für Blut
105393;Pet Engine;Feeling Like a Hundred Bucks
105395;Route 66;Live At The Grenz´
105396;Various Artists;ã€Œæ©Ÿå‹•æˆ¦å£«ã‚¬ãƒ³ãƒ€ãƒ SEEDã€?COMPLETE BEST
105397;Almond, Marc & the Willing Sinners;Mother Fist and Her Five Daughters
105398;Santa Esmeralda;The Best Of Santa Esmeralda
105399;Sinéad O'Connor;The year of the horse
105400;Fork & Spoon Raspberry;Welcome to Goober Island
105402;Bruce Springsteen;Hard land (Live) - disc 1
105404;R. Kelly;12 Play
105405;Lisa Stansfield;Affection
105406;Toshinori Yonekura;Single collection side B 1992-2001
105407;Michele Zarrillo;Le Occasioni dell'amore CD1
105408;Eminent Child;Into The Universe
105409;Jarabe De Palo;De vuelta y vuelta
105410;Various Artistsan James;Bargrooves Members Only - Original Mix By Dylan James
105411;Title Of Record;Filter
105412;Whigfield;Whigfield
105414;Steve Hackett;Full moon and empty skies (Disc 1)
105415;Xavier Naidoo;Alles Für Den Herrn cd 2
105416;Doors;In Concert [Disc 2]
105417;Emperor;Live in Frostland
105418;Delerium;Poem
105419;Ziff;Stories
105420;Omega;The Best Of Omega Vol.II
105421;Steve Vai;Live at Zepp Osaka 1-26-00 (disc 1)
105422;Various;Le Mailleur du Rock Progressif Japonais
105423;The Radiators;Work Done On Premises
105424;The Fabulous 50's & 60's;Surfin' & Cruisin'
105426;Pet Shop Boys;Disco 2 [Non Mixed]
105427;EXEC;music from mind
105428;Bigfood;Semi-Precious Metal
105429;The Chills;Secret Box - Salvaged Bullion (Disk 2)
105430;Various Artists;Ultimix 64
105431;Incubus;S.C.I.E.N.C.E.
105432;Emerson, Lake & Palmer;The Return of the Manticore Disc 3 of 4
105433;New Order;Substance 1987 (Disc 1)
105434;The Rolling Stones;Bridges To Babylon Japanese Tour
105435;Peter Gabriel;Warming UP (Disc 2)
105436;Piero Pelù;U.D.S. - L'uomo della strada
105437;Tears For Fears;Shout
105438;The Searchers;Sugar And Spice (Mono & Stereo + Bonus Tr.)
105440;The Chrysanthemums;Little Flecks of Foam Around Barking
105441;Varius Artists;PHAT Tracks No. 32
105442;Blondie;Remixed Remade Remodeled
105443;ELVIS PRESLEY;soldier boy is back
105444;Nonpoint;Statement
105445;Tool;Dissected
105446;Verenas;80´s
105447;ONIX;TRIGGERNOMETRY
105448;Decomposing Serenity-Mortuary Hacking Session;Split
105449;Pop Will Eat Itself;Now for a Feast
105450;Sweet Baby;It's a Girl!
105451;Prop 13;Change Is Good
105452;Whitehurst, Logan;Mini Album of Luv
105453;Hard-ons;Love is a Battlefield of Wounded Hearts
105454;Adam West;Right On!
105455;Bronco Busters;Fuzz Parade
105456;The No One;Serving Cool Tastes
105457;The Blow;Don't Do The Bomb Before My Moustache Comes
105458;Ordures Ioniques;Je M'en Viens Soûl
105459;Jerry Lee Lewis;Triomphes des Stars
105460;The Suicide Machines;A Match and Some Gasoline
105461;The Drugstore Cowboys;Crash & Burn
105462;Potatoes;This Is The Potatoes
105463;Agent Orange;Greatest and Latest
105464;Various Artists;SERIE ORO Exitos de siempre 1958 - CD1
105465;The Clash;Cardiff Live 22 July 1977
105466;Gorgons;Number One
105467;Violent Femmes;3
105468;Six Ft Hick;Chicken
105469;Various Artists;The 70's
105470;Tommy Conwell and the Young Rumblers;Guitar Trouble
105471;Porretas;Ultima Generacion
105472;Josie and the Pussycats;Josie and the Pussycats Movie Soundtrack
105473;THE MAD CAPSULE MARKET'S;PARK
105474;Ustmamò;Ustmamò
105475;Hurriganes;Live At Metropol
105476;B'ehl;Bright Eyes
105477;Lost Sounds;Memphis is Dead
105478;Drew Young;Hide Out With Me
105479;Reeperbahn;Reeperbahn
105480;Die Apokalyptischen Reiter;Soft & Stronger
105481;Prozzak;Saturday People
105482;El Inquilino Comunista;Bluff
105483;Nelson Coelho De Castro;Juntos
105484;Abaddon Incarnate;The Last Supper
105485;Joy & Lara;These strange days
105486;Die Freie Garage;Hometown
105487;Girls Against Boys;You Can't Fight What You Can't See
105488;Inadaptats;Motí! Avalot...
105489;Reid Paley;Lucky's Tune
105491;Doobie Brothers - Stampede;Doobie Brothers - Stampede
105492;Alice Donut;Pure Acid Park
105494;Dr. John;The Early Times of Dr. John
105495;Flour;Machinery Hill
105496;gulff;å?”å¥?æ›²ã€œThe 2nd LPã€œ
105497;Anouk;Graduated Fool
105498;WHOPPER;no music here
105499;Virgin Megastore;Best of British
105500;Drain S.T.H.;Freaks Of Nature
105501;Bee Gees;To Whom It May Concern
105502;Stept On;Lonely
105503;Di Leva;Jag är du
105504;Christine Anu;Stylin' Up
105505;Telephone;Sur la route (cd1)
105506;Os Mulheres Negras;Música Serve Pra Isso
105507;Freud Marx Engels & Jung;Takamehtien mekatähtiä
105508;eraserheads;ultraelectromagneticpop
105509;Brad;Interiors
105510;W.E.T;Rock´n´roll meltdown
105511;Epic Soundtracks;Rise Above
105512;SORROW;confusion
105514;Various Artists;Happy Baby Party Vol 1
105515;Georgia;Everybody's God
105516;Annione;Annione
105517;BarJudah;Stronger
105518;Âèñîêîñíûé ãîä;Êîòîðûé ïîâòîðÿåòñÿ
105519;Clockhouse;Sundials + Wires
105520;Fred Savage and the Unbeatables;Fred Savage and the Unbeatables
105521;Radio Noise;What It Takes
105522;The Spin;The Goddess of Love
105523;Uncle Ho;Deflowers Lunch
105524;Top Authority;Top Authority
105525;Various Artists;Dance Collection (vol.26) - Tormentoni
105526;Sparta;Wiretap Scars
105527;Solid Base;The Take Off
105528;7 Days a Week;Justolosova Dance
105529;The Beatles;The Beatles - 1967-1970 (CD2)
105530;Daniel Küblböck;Positive Energie
105531;Freedom For King-Kong;Primate Diplomate
105532;Soma;Soma
105533;DARNA;Darna
105534;The Mutton Birds;Envy Of Angels
105535;Sober;Paradysso
105536;Jason and the Scorchers;Midnight Roads and Stages (Disc 1)
105537;10 CC;10 CC's Greatest Hits 1972-1978
105538;Various Artists;The Rock Collection - Guitar Rock 1
105539;John Reuben;Hindsight (Advance Release)
105540;Andre Gagnon;Noel
105541;Jessica Andrews;Irresistible
105542;Vaughn;Forever Live
105544;Anders Glenmark;Alla dessa bilder
105545;Steve Thomson;Steve Thomson
105547;Jim Diamond;Double Crossed
105550;DEEP PURPLE;Bananas
105551;Toshi Kubota;Nothing But Your Love
105553;Per Gessle;The World According to Gessle
105554;Emotional Joystick;Bellicose Pacific (Promo Pre-release)
105555;Gorky Park;Stare
105556;Bryan Adams;Unplugged
105557;Strauss;Social Insecurities
105558;Tumbleweed;Galactaphonic
105559;Deejay Punk-Roc;Thrift Store Classics (CD Two)
105560;Scorpions;The Back To Black Collection
105561;Skillet;Alien Youth
105562;Rush;Test For Echo
105564;Various Artists;Soul'd Together Vol. 4
105566;Gladys Knight;Good Woman
105568;Renaud;Paris-Provinces CD2
105570;Mixed Kiwis;Nature Best CD2
105571;The Rolling Stones;Just Another Gig
105572;Cream;Wheels of Fire (disk 1)
105573;Think Out Loud;Shelf Life
105574;King Crimson;ProjeKct Three - Masque
105575;Waterboys;Fisherman's Blues
105576;Julieta Venegas;bueninvento
105577;Spirit Caravan;Jug Fulla Sun
105578;Anesthesia;Eye For An Eye
105579;Various;Bat Head Soup - Tribute To Ozzy
105580;Rebel Train;Laying Tracks
105581;Billy Joel;Greatest Hits Volume II (1978-85)
105582;The Racketeers;Long Time Gone
105583;Liza;Andra Sinnen
105584;Wishbone Ash;Just Testing
105585;Àí³ Ëîðàê;Òàì äå òè º
