pk;id;artist;title;category;genre;cdextra;year;track01;track02;track03;track04;track05;track06;track07;track08;track09;track10;track11;track12;track13;track14
101159;a710320c;Thelonious Monk;Monk: The Columbia Years (1962-1968), Disc 1;jazz;Jazz;;1962;Monk Speaks;Bye-Ya;Coming on the Hudson;Rythm-A-Ning;Think of One;Pannonica;Crepuscule with Nellie;April in Paris;Ugly Beauty;Honeysuckle Rose;In Walked Bud;Thelonius;;
101160;a710510d;Wes Montgomery;The Complete Riverside Recordings - Disc 11;jazz;Jazz;YEAR: 1992 ID3G: 8;1992;The Trick Bag (Take 2/5 - original issue);The Trick Bag (Take 6 - alternate);Days Of Wine And Roses;Canadian Sunset;Dearly Beloved;For Heaven's Sake;Besame Mucho (Take 2 - alternate);Besame Mucho (Take 3 - original issue);Fried Pies (Take 1 - alternate);Fried Pies (Take 2 - original issue);The Breeze And I;Moanin' (Take 7 - original issue);Dreamsville;
101161;a7105d0c;Bruce Fowler & Phil Teele;Synthetic Division;jazz;Jazz;;1994;Didjeriblues;Godel's Proof;For Frank (Rosolino);Panim;Club Cindy;No Apparent Structural Hazard;Estimados Cesar and Chiko;Synthetic Division;Deploy Those Babes;Crippled Truth;Synthetic Division (Reprise);A Flea Circus with Lorana, the Bare-Back Rider;;
101162;a7111e0d;Ornette Coleman;Beauty Is A Rare Thing [disc 3];jazz;;;1960;P.S. Unless One Has (Blues Connotation No. 2);Revolving Doors;Brings Goodness;Joy Of A Toy;To Us;Humpty Dumpty;The Fifth Of Beethoven;Motive For Its Use;Moon Inhabitants;The Legend Of Bebop;Some Other;Embraceable You;All;
101163;a711370c;23 Skidoo;23 Skidoo;jazz;Jazz+Funk;YEAR: 2000;2000;Freeze Frame;Dirty Lo;Interzonal;Kendang;Catch;Crossfire;Where You At;Atmosfear;Dawning;Meltdown;Dusk To Dawn;Ayu;;
101164;a7122b0c;Various Artists;Jazz Fusion, Volume 1;jazz;;;;Spaces (Infinite) / Larry Coryell;Allah Be Praised / The Tony Williams Lifetime;In A Silent Way / Joe Zawinul;Birdfingers / The Eleventh House;Quasar / Herbie Hancock;Spain / Chick Corea;Stratus / Billy Cobham;Flying Colours / Mike Mainieri;Country And Eastern Music / Jerry Goodman and Jan Hammer;Sweet Wine / The Billy Cobham-George Duke Band;The Sun Is Dancing / Narada Michael Walden;Cosmic Messenger / Jean-Luc Ponty;;
101165;a808690c;Motörhead;Iron Fist;jazz;Heavy Metal;YEAR: 1987;1987;Iron Fist;Heart Of Stone;I'm The Doctor;Go To Hell;Loser;Sex And Outrage;America;Shut It Down;Speedfreak;( Don't Let 'Em ) Grind Ya Down;( Don't Need ) Religion;Bang To Rights;;
101166;a808820c;Miles Davis;Birth Of The Cool;jazz;Jazz;;1949;Move;Jeru;Moon Dreams;Venus De Milo;Budo;Deception;Godchild;Boplicity;Rocker;Israel;Rouge;Darn That Dream;;
101167;a80a540e;Varios artistas;Musica de Navidad;jazz;Blues;;1998;Navidad que vuelve;Muere un año;Quiero desearle a mi pueblo;navidad;Asi es nuestra navidad;Año viejo;Yo no olvido al año viejo;año nuevo;Faltan 5 pa las doce;Feliz navidad;Ya viene la navidad;Aguinaldo venezolano;Esta noche es Nochebuena;Venga un abrazo
101168;a80b270c;Various;Bar Musik Vol. 2;jazz;Jazz;ID3G:   8;;??? / Take The A-Train;??? / Girl From Ipanema;??? / All The Things You Are;??? / Bluesette;??? / Lullaby Of Birdland;??? / Summer Samba;??? / How High The Moon;??? / Desafinado;??? / Taking A Chance For Love;??? / Moon River;??? / Satin Doll;??? / This One's For Charlie;;
101169;a80b360b;freequency;free;jazz;;the voice: ute schüller\ndrums: markus keil\nkeys: simon kuhlmann\ngui;;love's remainder;a ticket to romatic places;skating downhill;blurred;feeling wired;a trip to the galaxy;what keeps alive;leger;rain in new york;get this on;it's taking me over;;;
101170;a80b570c;Clifford BROWN;Memorial Album;jazz;Jazz;\nYEAR:       ID3G:   8;;Hymn of the Orient;Easy Living;Minor Mood;Cherokee;Wail Bait;Brownie Eyes;Brownie Speaks;De-Dah;Cookin;You go to my Head;Carving the Rock;Bellarosa;;
101171;a80b830d;Bud Powell;Bud in Paris;jazz;;Bud Powell, piano\nJohnny Griffin, Barney Wilen, tenor sax\nPerre;1975;Idaho;Perdido;Shaw Nuff;Oleo;Autumn in New York;John's Abbey;John's Abbey;Buttercup;Sweet and Lovely;Crossing the Channel;Confirmation;Get Happy;John's Abbey;
101172;a80c070c;Sarah Jane Morris;Love Pain;jazz;;;2003;Mad Woman Blues;Once In Every While;Love and Pain;'It's Jesus I Love';Blind Old Friends;Arms Of An Angel;Innocence;Nothing Comes From Nothing;Cowboy Junkies;A Horse Named Janis Joplin;I Get High;Fields Of Wheat;;
101173;a80c820b;Dollar Brand (Abdulla Ibrahim);Desert Flowers;jazz;;;;The praise Song;Just arrived;Ancient Cape;Desert Air;Come sunday;District six;Sweet devotion;Edie;For John Coltrane;Tsidi;Mizu / Water;;;
101174;a80c8c0c;Ronnie Laws;Deep Soul;jazz;;;;Tonite's The Night;Believe It Or Not;Harvest For The World;Blue Indigo;After Midnight;Stairway To The Stars;Big Daddy Swing;All The Way Back Home;Lonesome Journey;Still Always There;So Far, So Near;Blues In The 5th Ward;;
101175;a80ca60c;Szakcsi;Eve of chance;jazz;;;;Makiko smile;Passing through;Eve of chance;Honey spot;Carousel;Hope for mother earth;Almost like cannon;Imagination;Desiree;Ancient inspiration;Someone else s cry;Viewpoint;;
101176;a80cfb1f;Krzysztof Komeda;Volume Eleven;jazz;;;;Bariera;Bariera;Bariera;Bariera;Bariera;Bariera;Bariera;Bariera;Bariera;Bariera;Bariera;Bariera;Bariera;Bariera
101177;a80d380d;zzaj;epilog 1987 - 1993;jazz;Jazz;;;För min skull?;Lev nu;vackra ord;en skål för alla;Tänker på dig;vi hade något;först föll regnet;min baeste vaen;en minut;först händer inget;om du kommer;tillbaka till ga;taenker pa dig (95);
101178;a80dbe0d;Dean Peer;THINK .... It's all good;jazz;;;;Air Circus;12 Tribes;Mars;Think;I'd give my right arm to be ambidextrous;It's all good;Saint Thomas Magnum;Uncle Denny hrone;I remember maya Reyes;Mars Extension;Picasso's Garden;River Running;Monument Valley;
101179;a80e480c;Branko Sukovez;Bolero;jazz;;;2003;Whispering;Wawe;Take Five;A Swingin' Waltz;Bolero;Summer Samba;Calypso;Dream a little Dream of me;Monnlight Serenade;On the road;Moon River;Ribbon in the Sky;;
101180;a80e600c;Ralph Sutton;Live at Maybeck Recital Hall, Vol. 30;jazz;Jazz - Standards;;1993;Honeysuckle Rose;In a Mist;Clothes Line Ballet;In the Dark;Ain't Misbehavin';Echo of Spring;Dinah;Love Lies;Russian Lullaby;St. Louis Blues;The Viper's Drag;After You've Gone;;
101181;a80e790c;Landgren, Nils;Paint It Blue;jazz;Funk;;1996;Walk Tall;You Dig;Why Am I Treated So Bad;Brother Nat;Inside Straight;Cannonball;Mercy Mercy Mercy;Mother Fonk;Primitivo;After The Party;Love All, Serve All;Julian;;
101182;a80ef50c;Jason Rebello;Make It Real;jazz;;;;When words fail;Summertime;Compared to what;Wake up;It's alright;The message;Wait and see;Beatiful day;It's at times like these;Heartless monster;Dolphin dance;When words fail (reprise);;
101183;a80f0b0c;Varous Artist;Upstairs Recordings Vol 01;jazz;Jazz;;;the verbrilli sound / amor de cosmos;telefuzz / nigth of the sketchoids;the verbrilli sound / casanda;e.d swankz / casanda;telefuzz / slow lotion tokin';e.d swankz / slumming with montalban;gaving froome (nordic trax) / closer to leaving;the verbrilli sound / atlantic city mirage;telefuzz / bottled sunligth;e.d swaknz / daquiri astronaut;the verbrilli sound / unicity toxics;the verbrilli sound / fin d'amour;;
101184;a80f0e0d;Aa.vv.;Cake & Milk Summers Of Love In Paris;jazz;Jazz;YEAR: 2002 ID3G: 8;2002;World Of Apples - Soleil Noir;Russ Gabriel - Rub It Up;Optimo - Caste Out;Interlude;Jacknife Lee - Bursting Off The Backbeat;Charles Webster - The End Of The War;Jeff Sharel - What You Have;Jori Hulkkonen - Bat Of Art;Interlude 2;Dee Nasty - It Ain't Good;Hadja Kouyate - Iwotomi;Vista Le Vie - 44th & Michigan;Da Posse - Feel The Melody;
101185;a80f100c;Various;The Smooth Jazz Piano - CD3;jazz;Jazz;;2001;Lost Voices / Bill O' Conell;Tea For Two / Bud Powell;Fiesta Piano Solo / Chick Corea;Twelfth Street Rag / Count Basie;Koto Song / Dave Brubeck;Poor Butterfly / Errol Garner;Doll House Boogie / Meade Lux Lewis;Boogie Woogie Stomp / Jaja Wendt;Mr. Bill / Marco Di Marco;Miss Bea / McCoy Tyner;Round Midnight / Thelonious Monk;Sunday / Teddy Wilson;;
101186;a80f630d;Phil Woods;Here's to My Lady;jazz;Jazz - Hard Bop;;1988;Superette;Johnny Hodges;Another Love Song;Canadian Sunset;Charles Christopher;Butter;Visions of Gaudi;Yours is My Heart Alone;Blue and Sentimental;Origins;Here's to My Lady;Waltz for Debby;Just Us;
101187;a80f750d;Barney Wilen;Modern nostalgie (starbust forever);jazz;jazz;;1991;Forever;Angelica;Recado;Espinhos Do Ser;Wave;Bemsha swing;Darn that dream;Stardust;In a sentimental mood;J'ai le cafard;Tu ne sais pas aimer;Tenderly;As time goes by;
101188;a80fab0e;Cannonball Adderley;Compact Jazz (compilation);jazz;;;;Cannonball;You'd be so nice to come home to;Hurricane Connie;Crazy baby;Two brothers;Friday nite;Fort Lauderdale;Miss Jackie's delight;Jubilation;Limehouse blues;Wabash;The sleeper;Cannon bilt;Worksong
101189;a8102f0b;Magic Malik Orchestra;00-237 XP-1;jazz;Jazz;;;Passage à vide;Le Miles;Vienne;00-237;La Boite;So Nice;Allti Plan;Duo 237;Nigeria;Estelle;Plage 11;;;
101190;a810ff0c;Elvis Costello & Deborah Harry;Fire at Keaton's Bar and Grill;jazz;;;;Fire Suite 1;Jazz Night At Keatons;Bar Stool Paradise;Last Call;Fire Suite 2;Bend In The Night;Imitation Of A Kiss;Carol Ann;Sax Quartet;Loss;Cups;Fire Suite 3;;
101191;a8110a0b;Various Artists;The Most Relaxing Jazz Album in the Universe;jazz;jazz;;2003;01 - Ralph Moore Quartet - Some Other Time;02 - Pat Marlino - Come Sunday;03 - Nat and Cannonball Adderly - I Married An Angel;04 - Marian McPartland Trio - Moonlight in Vermont;05 - Yusef Lateef - Stella by Starlight;06 - Kenny Burrell - All Blues;07 - John Coltran and Wilber Harden - Once in a While;08 - Sadao Watanabe - Foolish Heart;09 - Benny Golson w/ Freddie Hubbard Quintet - Sad to Say;10 - Great Jazz Trio - Ruby My Dear;11 - Dignified Appearance - Tommy Flanagan;;;
101192;a811800c;Okay Temiz Magnetic Band;Magnet Orient;jazz;Jazz/Worldmusic;Jaro 4244-2;2002;Tekez Zortlatmasi;Cökertme;Sari Kiz;Kürdali;Kemalpasa Cifteteli;Aydin Zeybegi;Semah;Gayda;Misket;Merkeze;Karsilama;Kim O Tomi?;;
101193;a8121d0c;METALLICA;RECHARGED ANGER disc one;jazz;Metal;;;THE ECSTASY OF GOD;FIGHT FIRE WITH FIRE;FUEL;LEPER MESSIAH;ST.ANGER;SEEK AND DESTROY;FRANTIC;HARVESTER OF SORROW;RIDE THE LIGHTNING;SAD BUT TRUE;FADE TO BLACK;BLACKEND;;
101194;a8124c1e;Lester Young;The Complete Lester Young Studio Sessions On Verve CD 8;jazz;jazz;;;(Back Home Again In) Indiana;Pennies from Heaven;New D.B. Blues;Lullaby of Birdland;There Will Never Be Another You;Tea for Two;Early Life [Birthplace/Music in New Orleans/Youn's Father];After New Orleans;Pres's Instruments [Drums/Tenor Saxophone];Count Basie;Racial Tension;Influences;Composing and Reading Music [The Family Band/ With Orchestra];Recordings: Clarinet Dates
101195;a812570e;Ben Webster;The Soul of Ben Webster (Disc 2);jazz;;;;Gee, Baby. Ain't I Good to You?;Blues for Bill Basie;You're Getting to Be a Habit with Me;I Didn't Know About You;Reelin' and Rockin';Gone with the Wind;Honey Hill;Blues-a-Plenty;Don't Take Your Love from Me;Saturday Afternoon Blues;Satin Doll;Cool Your Motor;Reelin' and Rockin' (unreleased);Don't Take Your Love from Me (unreleased)
101196;a812651c;Paul Mauriat;Mamy blue & The Godfather;jazz;Instrumental Pop;;1971;Mamy Blue;Chirpy Chirpy (Cheep Cheep);We Shall Dance;La Bikina;Smic Smac Smoc;Pour un Flirt;Here's to you;Je T`Aime, Je T`Aime;Les rois Mages;Mon vieux Paris;The Fool;Reviens, Je T`Aime «Midnight»;Etude en Forme de Rhythm & Blues;Godfather «Parle plus Bas»
101197;a907940d;VARIOUS;STATUS PRESENTS HOLLYWOOD LOUNGE;jazz;Jazz;ID3G:   8;;JACK CONSTANZO AND HIS ORCHESTRA-PETER GUN MAMBO;LENA HORNE-IT HAD BETTER BE TONIGHT;TERRY SNYDER-GIYS AND DOLLS;AL CAIOLA-THE MOD SQUAD THEME;BILLY MAY AND HIS ORCHESTRA-MANNIX;MARTIN DENNY-COOL;SHIRLEY BASSEY-FLY ME TO THE MOON;BILLY MAY-GIRL TALK;BOBBY DARIN-CALL ME IRRESPONSIBLE;HENRY JEROME-MOON RIVER;JULIE LONDON-DIAMONDS ARE A GIRL S BEST FRIEND;FERRANTE AND TEICHER-BARBARELLA;LEROY HOLMES-THE GOOD THE BAD AND THE UGLY;
101198;a909090c;Earl Hines;Up To Date With Earl Hines;jazz;;;;Linger Awhile;Wrap Your Troubles In Dreams;It's A Pity To Say Goodnight;I've Got The World On  A String;Sunday;It Had To Be You;A Cottage For Sale;Father's Freeway;The Man With The Horn;But Not For Me;Everything Depends On You;The Hour Of Parting;;
101199;a9090f0c;Tito Puente;Dance Mania (Vol 1);jazz;;;;El Cayuco;Complicacion;3-D Mambo;Llego Mijan;Cuando te Vea;Hong Kong Mambo;Mambo Gozon;Mic chiquita quiere Bembe;Varisty Drag;Estoy siempre junto a ti;Agua limpia todo;Saca tu mujer;;
101200;a909200c;Coleman Hawkins;Picasso;jazz;Jazz;;;One hour;Sugar foot stomp;Queer notions;Hocus pocus;Body and soul;The man I love;Buh dee daht;Yesterdays;On the bean;Phantomesque;Picasso;April in Paris;;
101201;a909250c;Jazzman;whatiswrongwithgroovin';jazz;Jazz+Funk;YEAR: 2001;2001;Kethleen Emery - Sometimes I Feel Like A Motherless Child;Los Brasilios - Brasilian Heat;Fred Johnson - A Child Runs Free;Lorez Alexandria - Send In The Clowns;Dee Felice Trio - Nightingale;Freddie Cole - Brother Where Are You;Keith Mansfield - Morning Broadway;Vincent Geminiani - Ophis Le Serpentaire;Carleen And The Groovers - Right On;Frank Motley - Ya Ya;Letta Mbulu - What's Wrong With Groovin';Bruno Spoerri - Les Electriciens;;
101202;a9092d0c;Jan Krtitel;Pozvánka Na Jazz;jazz;;;;La Rocca / Tygr (Tiger Rag);Mattews Ory / Není Co Pít (My Bucket Got A Hole In It);Murphy Tyers / Otylky (Coney Washboard Island);Jan Krtitel / Opily Vítr;Traditional / Mána Landová (Maryland, My Maryland);Traditional / Postávám Na Námestí (Washington Square);Gibbs, Grey, Wood / Pozvánka (Running Wild);W. C. Handy / Saintlouisky Mocál (St. Louis Blues);Shay Fisher, Goodwine / Mel Jsem Sen (When You're Smiling);P. Boutelje, D. Winfree / Cizí Jazyky (China Boy);M. Dickson, R. Henderson / Na Letisti (Bye, Bye Blackbird);Traditional / Muzikanti (Gloryland);;
101203;a909e00c;Lachmann Norbert;Lachmann's Art of Improvisation;jazz;Jazz;;;Beginning;Song for Benjamin;Impromptu;Song for Sailers;Harmonics;Toccata;Harmonics 2;Two Grooves;Slow Song;Time for a-minor;Musicmagic;Another Beginning;;
101204;a90a6a0b;Ellis Larkins;In An Ellington Mood  - DO nothin' 'til YOU HEAR from ME;jazz;Jazz;ELLIS LARKINS, piano\nBEVERLY PEER, Bass;;Mood Indigo;Do Nothin' 'til You Hear From Me;Daydream;Ev'rything But You;I'm Beginning To See The Light;"Take Te \A\"" Train""";Never No Lament (Don't Get Around Much Anymore);I Ain't Got Nothing But The Blues;Sophisticated Lady;I Let A Song Go Out Of My Heart;Caravan;;;
101205;a90aa20c;The Jazztown Trio;Sax & Seduction Vol 2;jazz;Easy Listening;;2000;Where Does My Heart Beat Now / Jazztown Trio;Something /;The Girl From Ipanema /;Natural Woman /;Lady In Red /;My One & Only Love /;Landslide /;The Way We Were /;Scarborough Fair /;It Had To Be You /;I Only Have Eyes for You /;Days of Wine and Roses /;;
101206;a90add0e;Ella Fitzgerald;Private Collections;jazz;;Made in Italy;;Oh, Lady Be Good;The Lady is a Tramp;Bewitched;Angel Eyes;These Foolish Things;Tenderly;With a Song in my Heart;April in Paris;Moonlight in Verment;I Can't Give You Anything But Love;Goody Goody;Love for Sale;This Can't Be Love;To Keep My Love Alive
101207;a90b5f0c;¹ÚÁø¿µ 6Áý[Game];Game;jazz;;;;Swing Baby;¹æ¹®¿¡¼­ Ä§´ë±îÁö;³­ ¿©ÀÚ°¡ ÀÖ´Âµ¥;À½À½À½;³ÊÀÇ ¼Õ³¡;Ã¢»ì¾ø´Â °¨¿Á;¸¶Áö¸· ¹ã;Ã³À½ ¸¸³­ ³²ÀÚ¿Í;³îÀÌ;ÇØ ´Þ º°;¹Ð¾Ö;µ¥ÀÚºÎ;;
101208;a90b660b;Scott Williamson Jazz Quartet;Deck the Halls;jazz;Jazz;;1998;Joy to the World;O Come, O Come Emmanuel;O Christmas Tree;While the Shepherds Watched their Flocks by Night;Do You Hear What I Hear?;Deck the Halls;What Child is This?;The Christmas Song;God Rest Ye Merry, Gentlemen;Hark! The Herald Angels Sing;Up on the Housetop;;;
101209;a90b730b;Cyrus Chestnut;Earth Stories;jazz;;;;Decisions, Decisions;Grandmama's Blues;My Song In The Night;Nutman's Invention #1;Blues From The East;Cooldaddy's Perspective;Maria's Folly;East Of The Sun And West Of The Moon;Gomez;Whoopi;In The Garden;;;
101210;a90b730e;Jeanne Lee & Ran Blake;The Legendary Duets;jazz;Jazz;YEAR: 1961 ID3G: 8;1961;Laura;Blue Mond;Church On Russell Street;Where Flamingos Fly;Season In the Sun;Lover Man;Evil Blues;Sometimes I Feel Like A Motherless Child;When Sunny Gets Blue;Love Isn't Everything;Vanguard;Left Alone;He's Got the Whole World In His Hands;Straight Ahead
101211;a90b860c;Duke Ellington;12 Classics;jazz;Jazz;;2002;"Take the \A\"" Train""";Prelude to a kiss;Main Stem;Medley: I let a song (go out of my heart) / Don't get around m;uch any more;Mood Indigo;Perdido;In a sentimental mood;I got it bad (and that ain't good);Sophisticated Lady;Caravan;Harmony in Harlem;Meditation;
101212;a90bea0c;Susannah McCorkle;No More Blues;jazz;Jazz;YEAR: 1989 ID3G: 8;1989;Fascinating Rhythm;Swing That Music;The Ballad Of Pearly Sue;P.S. I Love You;Can't Take You Nowhere;No More Blues;Do Nothing Till You Hear;Breezin' Along With The Breeze;Don't Let The Sun Catch You Cryin';Who Cares? (So Long As You Care For Me);Sometimes I'm Happy;Everything's Been Done Before;;
101213;a90bf10d;Bara Vox;We're Going Up;jazz;;;;Five years old;Autumn leaves;We're going up;Drive my car;Little one;One note samba;Two steps from heaven;Shine on him;Away;Ett gammalt fult och elakt troll;ABBA;Millenium;Round midnight;
101214;a90bf60e;Antonio Carlos Jobim;Salena Jones. Jobim with the Jobim's;jazz;;;;I was just one more for you;Agua de beber;Useless landscape;Quiet night of quiet stars;Somewhere in the hills;Dindi;Desafinado;How insensitive;The girl from Ipanema;Once I Loved;Meditation;One note samba;Bonita;Song of the jet
101215;a90c2d0c;Ron Sunshine;Deluxe;jazz;;;;Freeze On Me;Coffee and Reefer;Little Bit Shy;Tumblin Down;Human Blues;Still Too Late;Natural Man;Tore Up;Wasted;Nobody But Me;So In Love;Please Send Me Someone To Love;;
101216;a90c860b;Play A Long Nr 34;Jam Session;jazz;;;;Tuning Notes;On Green Dolphin Street;Just Friends;Don't Blame Me;The Shadow of Your Smile;My Secret Love;You Stepped Out Of A Dream;Star Eyes;Over The Rainbow;Without A SOng;I Left My Heart In San Francisco;;;
101217;a90c960b;Lonnie Plaxico;Plaxico;jazz;Jazz;ID3G: 8;;Monotheism;Midnight Silence;Summertime Romance;If Only You Knew;For You;Chin Lang;Your Love is Like a Dream Come True;Shades;Love's Holiday;Mizraim;Victoria;;;
101218;a90ce70c;Ella Fitzgerald And Louis Armstrong;Ella And Louis Again;jazz;;;;Don't Be That Way;They All Laughed;Autumn In New York;Stompin' At The Savoy;I Won't Dance;Gee Baby Ain't I Good To You;Let's Call The Whole Thing Off;I've Got My Love To Keep Me Warm;I'm Putting All My Eggs In One Basket;A Fine Romance;Love Is Here To Stay;Learnin' The Blues;;
101219;a90ceb0b;Herbie Hancock;Dis Is Da Drum;jazz;;(P)1994;;Call It '95;Dis Is Da Drum;Shooz;The Melody (on the Duece by 44);Mojuba;Butterfky;Juju;Hump;Come And See Me;Rubber Soul;Bo Ba Be Da;;;
101220;a90d080d;Louis Armstrong;The Great Chicago Concert 1956 (Disc 2);jazz;Jazz;;1997;Rockin' Chair;Bucket's Got A Hole In It;Perdido;Clarinet Marmalade;Mack The Knife;Medley: Tenderly & You'll Never Walk Alone;Stompin' at the Savoy;Margie;Big Mama's Back In Town;That's My Desire;Ko Ko Mo (I Love You So);When The Saints Go Marching In;The Star Spangled Banner;
101221;a90d3b0c;Herbie Nichols Project;Dr. Cyclops' Dream;jazz;Jazz;;1999;Bartok;It Didn't Happen;Dr. Cyclops' Dream;Swan Song;Dream Time;Valse Macabre;I've Got Those Classic Blues;Beyond Recall;The Bebop Waltz;IDH;Riff Primitif;Cro-Mag at T's;;
101222;a90d480d;æ?¾å±…æ…¶å­?;ãƒ•ãƒ«ãƒ ãƒ¼ãƒ³ãƒ»ã‚¢ãƒ³ãƒ‰ãƒ»ã‚¶ãƒ»ã‚·ãƒ¥ãƒ©ã‚¤ãƒ³;jazz;Jazz;;2002;Night Hawkâ€™s Dream;Steps In The Night;Bonfire In The Piano;Southern Crossings;Legend Of The Trees;Full Moon And The Shrine;Spirit At The Corner;Toward The Sunrise;Forever,Forever;Meadow;Hope;Presence Of The Moon;Hope;
101223;a90d6a0c;Joe Zawinul;Dizionario Enciclopedico del Jazz;jazz;Jazz;;1991;March Of The Lost Children;Shadow And Light;No Mercy For Me ( Mercy, Mercy, Mercy );The Devil Never Sleeps;From Venice To Vienna;Carnavalito;Black Water;Medicine Man;In The Same Boat;Monk's Mood;Little Rootie Tootie;They Had A Dream;;
101224;a90d910e;Tom Kubis;At Last;jazz;;;;Marie's Shuffle;At Last;Play By Play;The Chinese Samba;How About Me;Bill Bailey;The Star Spangled Banner;St. Louis Blues;Just A Pretty Little Thing;I'm Beginning to See the Light;Stella By Starlight;I Thought About You;No Greater Be-bop;Police Squad Theme
